"Station Name","MONTREAL/ST-HUBERT"
"Province","QUEBEC"
"Latitude","45.52"
"Longitude","-73.42"
"Elevation","27.40"
"Climate Identifier","7027329"
"WMO Identifier","71371"
"TC Identifier","YHU"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2015-09-01 00:00","2015","09","01","00:00","‡","15.5","","15.5","","100","","1","","4","","2.8","","101.24","","","","","","Fog"
"2015-09-01 01:00","2015","09","01","01:00","‡","14.9","","","M","","M","","M","4","","0.8","","101.25","","","","","","Fog"
"2015-09-01 02:00","2015","09","01","02:00","‡","13.5","","13.5","","100","","36","","9","","16.1","","101.30","","","","","","NA"
"2015-09-01 03:00","2015","09","01","03:00","‡","13.7","","13.7","","100","","","","0","","16.1","","101.34","","","","","","NA"
"2015-09-01 04:00","2015","09","01","04:00","‡","12.8","","12.8","","100","","2","","8","","16.1","","101.38","","","","","","NA"
"2015-09-01 05:00","2015","09","01","05:00","‡","13.4","","13.4","","100","","","","0","","16.1","","101.40","","","","","","NA"
"2015-09-01 06:00","2015","09","01","06:00","‡","13.4","","13.4","","100","","","","0","","16.1","","101.47","","","","","","NA"
"2015-09-01 07:00","2015","09","01","07:00","‡","16.0","","15.5","","97","","","","0","","16.1","","101.51","","","","","","NA"
"2015-09-01 08:00","2015","09","01","08:00","‡","19.2","","14.2","","73","","10","","5","","16.1","","101.49","","","","","","NA"
"2015-09-01 09:00","2015","09","01","09:00","‡","21.3","","14.9","","66","","17","","9","","16.1","","101.49","","25","","","","NA"
"2015-09-01 10:00","2015","09","01","10:00","‡","22.7","","14.8","","61","","19","","8","","16.1","","101.48","","27","","","","NA"
"2015-09-01 11:00","2015","09","01","11:00","‡","23.6","","14.0","","54","","25","","5","","16.1","","101.41","","27","","","","NA"
"2015-09-01 12:00","2015","09","01","12:00","‡","25.1","","15.8","","56","","21","","8","","8.1","","101.36","","30","","","","Haze"
"2015-09-01 13:00","2015","09","01","13:00","‡","26.3","","17.0","","56","","19","","21","","16.1","","101.30","","32","","","","NA"
"2015-09-01 14:00","2015","09","01","14:00","‡","26.5","","16.8","","55","","21","","15","","16.1","","101.26","","32","","","","NA"
"2015-09-01 15:00","2015","09","01","15:00","‡","27.1","","17.5","","55","","24","","18","","16.1","","101.19","","33","","","","NA"
"2015-09-01 16:00","2015","09","01","16:00","‡","27.0","","17.9","","57","","24","","15","","16.1","","101.17","","33","","","","NA"
"2015-09-01 17:00","2015","09","01","17:00","‡","26.5","","18.4","","61","","24","","21","","16.1","","101.17","","33","","","","NA"
"2015-09-01 18:00","2015","09","01","18:00","‡","25.6","","18.1","","63","","22","","17","","16.1","","101.17","","32","","","","NA"
"2015-09-01 19:00","2015","09","01","19:00","‡","23.1","","19.3","","79","","17","","9","","2.4","","101.19","","30","","","","Haze"
"2015-09-01 20:00","2015","09","01","20:00","‡","22.3","","19.3","","83","","18","","11","","16.1","","101.20","","29","","","","NA"
"2015-09-01 21:00","2015","09","01","21:00","‡","22.2","","19.1","","82","","20","","13","","16.1","","101.18","","29","","","","NA"
"2015-09-01 22:00","2015","09","01","22:00","‡","22.5","","19.5","","83","","23","","17","","16.1","","101.16","","30","","","","NA"
"2015-09-01 23:00","2015","09","01","23:00","‡","21.7","","20.0","","90","","23","","13","","16.1","","101.19","","29","","","","NA"
"2015-09-02 00:00","2015","09","02","00:00","‡","21.5","","20.3","","93","","23","","15","","16.1","","101.19","","29","","","","NA"
"2015-09-02 01:00","2015","09","02","01:00","‡","21.2","","20.3","","94","","24","","15","","16.1","","101.19","","29","","","","NA"
"2015-09-02 02:00","2015","09","02","02:00","‡","21.1","","20.4","","96","","24","","21","","12.9","","101.17","","29","","","","NA"
"2015-09-02 03:00","2015","09","02","03:00","‡","20.6","","20.3","","98","","22","","11","","11.3","","101.14","","28","","","","NA"
"2015-09-02 04:00","2015","09","02","04:00","‡","20.2","","20.0","","99","","22","","9","","9.7","","101.15","","28","","","","Fog"
"2015-09-02 05:00","2015","09","02","05:00","‡","20.8","","20.5","","98","","23","","13","","9.7","","101.13","","29","","","","Fog"
"2015-09-02 06:00","2015","09","02","06:00","‡","20.8","","20.5","","98","","27","","18","","9.7","","101.16","","29","","","","Fog"
"2015-09-02 07:00","2015","09","02","07:00","‡","20.8","","20.6","","99","","25","","13","","8.1","","101.14","","29","","","","Fog"
"2015-09-02 08:00","2015","09","02","08:00","‡","20.7","","20.5","","99","","26","","15","","8.1","","101.14","","29","","","","Fog"
"2015-09-02 09:00","2015","09","02","09:00","‡","20.7","","20.4","","98","","23","","21","","9.7","","101.13","","29","","","","Fog"
"2015-09-02 10:00","2015","09","02","10:00","‡","21.4","","20.6","","95","","23","","22","","9.7","","101.14","","29","","","","Fog"
"2015-09-02 11:00","2015","09","02","11:00","‡","23.0","","19.7","","81","","25","","21","","11.3","","101.12","","30","","","","NA"
"2015-09-02 12:00","2015","09","02","12:00","‡","23.9","","19.9","","78","","23","","22","","14.5","","101.08","","31","","","","NA"
"2015-09-02 13:00","2015","09","02","13:00","‡","25.3","","20.2","","73","","23","","22","","16.1","","101.02","","33","","","","NA"
"2015-09-02 14:00","2015","09","02","14:00","‡","26.1","","20.3","","70","","23","","22","","16.1","","100.95","","34","","","","NA"
"2015-09-02 15:00","2015","09","02","15:00","‡","25.9","","20.0","","69","","22","","26","","16.1","","100.89","","33","","","","NA"
"2015-09-02 16:00","2015","09","02","16:00","‡","25.8","","20.2","","71","","24","","21","","16.1","","100.86","","34","","","","NA"
"2015-09-02 17:00","2015","09","02","17:00","‡","25.2","","20.3","","74","","24","","24","","16.1","","100.82","","33","","","","NA"
"2015-09-02 18:00","2015","09","02","18:00","‡","24.5","","20.3","","77","","26","","18","","16.1","","100.85","","32","","","","NA"
"2015-09-02 19:00","2015","09","02","19:00","‡","24.0","","20.4","","80","","24","","17","","16.1","","100.79","","32","","","","NA"
"2015-09-02 20:00","2015","09","02","20:00","‡","23.8","","20.4","","81","","26","","11","","16.1","","100.79","","32","","","","NA"
"2015-09-02 21:00","2015","09","02","21:00","‡","23.2","","20.4","","84","","25","","11","","16.1","","100.82","","31","","","","NA"
"2015-09-02 22:00","2015","09","02","22:00","‡","23.0","","20.4","","85","","25","","8","","16.1","","100.81","","31","","","","NA"
"2015-09-02 23:00","2015","09","02","23:00","‡","22.8","","21.0","","89","","25","","9","","16.1","","100.80","","31","","","","NA"
"2015-09-03 00:00","2015","09","03","00:00","‡","22.5","","22.0","","97","","25","","11","","11.3","","100.79","","32","","","","NA"
"2015-09-03 01:00","2015","09","03","01:00","‡","22.3","","22.0","","98","","25","","11","","8.1","","100.77","","32","","","","Fog"
"2015-09-03 02:00","2015","09","03","02:00","‡","21.9","","21.7","","99","","23","","11","","8.1","","100.75","","31","","","","Fog"
"2015-09-03 03:00","2015","09","03","03:00","‡","21.9","","21.9","","100","","25","","5","","6.4","","100.74","","31","","","","Fog"
"2015-09-03 04:00","2015","09","03","04:00","‡","21.5","","21.5","","100","","27","","5","","4.8","","100.74","","30","","","","Fog"
"2015-09-03 05:00","2015","09","03","05:00","‡","20.9","","20.9","","100","","30","","5","","6.4","","100.79","","29","","","","Fog"
"2015-09-03 06:00","2015","09","03","06:00","‡","20.9","","20.9","","100","","34","","9","","6.4","","100.88","","29","","","","Fog"
"2015-09-03 07:00","2015","09","03","07:00","‡","21.9","","20.9","","94","","36","","17","","14.5","","100.94","","30","","","","NA"
"2015-09-03 08:00","2015","09","03","08:00","‡","22.4","","18.3","","77","","3","","24","","16.1","","100.97","","29","","","","NA"
"2015-09-03 09:00","2015","09","03","09:00","‡","23.6","","17.6","","69","","3","","24","","16.1","","101.02","","29","","","","NA"
"2015-09-03 10:00","2015","09","03","10:00","‡","24.3","","16.0","","59","","5","","22","","16.1","","101.05","","29","","","","NA"
"2015-09-03 11:00","2015","09","03","11:00","‡","25.4","","15.4","","53","","7","","22","","16.1","","101.05","","30","","","","NA"
"2015-09-03 12:00","2015","09","03","12:00","‡","25.2","","16.2","","57","","6","","15","","16.1","","101.05","","30","","","","NA"
"2015-09-03 13:00","2015","09","03","13:00","‡","26.0","","17.2","","58","","5","","9","","16.1","","101.03","","31","","","","NA"
"2015-09-03 14:00","2015","09","03","14:00","‡","26.9","","16.6","","53","","1","","15","","16.1","","101.00","","32","","","","NA"
"2015-09-03 15:00","2015","09","03","15:00","‡","26.7","","15.9","","51","","4","","18","","16.1","","100.99","","31","","","","NA"
"2015-09-03 16:00","2015","09","03","16:00","‡","26.3","","15.4","","51","","5","","15","","16.1","","101.01","","31","","","","NA"
"2015-09-03 17:00","2015","09","03","17:00","‡","25.3","","10.9","","40","","7","","17","","16.1","","101.05","","27","","","","NA"
"2015-09-03 18:00","2015","09","03","18:00","‡","22.9","","10.3","","45","","6","","11","","16.1","","101.09","","","","","","NA"
"2015-09-03 19:00","2015","09","03","19:00","‡","18.1","","11.1","","63","","3","","9","","16.1","","101.14","","","","","","NA"
"2015-09-03 20:00","2015","09","03","20:00","‡","16.4","","11.4","","72","","2","","13","","16.1","","101.24","","","","","","NA"
"2015-09-03 21:00","2015","09","03","21:00","‡","16.5","","9.7","","64","","4","","13","","16.1","","101.28","","","","","","NA"
"2015-09-03 22:00","2015","09","03","22:00","‡","15.6","","10.0","","69","","2","","15","","16.1","","101.33","","","","","","NA"
"2015-09-03 23:00","2015","09","03","23:00","‡","13.6","","9.7","","77","","2","","11","","16.1","","101.40","","","","","","NA"
"2015-09-04 00:00","2015","09","04","00:00","‡","12.2","","9.2","","82","","1","","13","","16.1","","101.44","","","","","","NA"
"2015-09-04 01:00","2015","09","04","01:00","‡","13.4","","9.3","","76","","1","","17","","16.1","","101.49","","","","","","NA"
"2015-09-04 02:00","2015","09","04","02:00","‡","11.8","","9.2","","84","","6","","8","","16.1","","101.53","","","","","","NA"
"2015-09-04 03:00","2015","09","04","03:00","‡","10.7","","8.7","","87","","35","","9","","16.1","","101.56","","","","","","NA"
"2015-09-04 04:00","2015","09","04","04:00","‡","11.9","","9.8","","87","","6","","5","","16.1","","101.62","","","","","","NA"
"2015-09-04 05:00","2015","09","04","05:00","‡","11.0","","10.6","","97","","3","","11","","16.1","","101.64","","","","","","NA"
"2015-09-04 06:00","2015","09","04","06:00","‡","11.8","","11.4","","98","","3","","15","","16.1","","101.72","","","","","","NA"
"2015-09-04 07:00","2015","09","04","07:00","‡","14.1","","11.3","","83","","5","","11","","16.1","","101.81","","","","","","NA"
"2015-09-04 08:00","2015","09","04","08:00","‡","16.6","","12.2","","75","","4","","18","","16.1","","101.86","","","","","","NA"
"2015-09-04 09:00","2015","09","04","09:00","‡","18.6","","12.1","","66","","5","","21","","16.1","","101.93","","","","","","NA"
"2015-09-04 10:00","2015","09","04","10:00","‡","20.3","","12.7","","61","","5","","18","","16.1","","101.94","","","","","","NA"
"2015-09-04 11:00","2015","09","04","11:00","‡","22.2","","13.8","","58","","4","","18","","16.1","","101.95","","25","","","","NA"
"2015-09-04 12:00","2015","09","04","12:00","‡","23.6","","10.3","","43","","6","","17","","16.1","","101.92","","25","","","","NA"
"2015-09-04 13:00","2015","09","04","13:00","‡","24.7","","10.0","","39","","4","","15","","16.1","","101.89","","26","","","","NA"
"2015-09-04 14:00","2015","09","04","14:00","‡","25.1","","8.9","","35","","6","","11","","11.3","","101.87","","26","","","","NA"
"2015-09-04 15:00","2015","09","04","15:00","‡","25.3","","9.4","","36","","6","","15","","16.1","","101.85","","26","","","","NA"
"2015-09-04 16:00","2015","09","04","16:00","‡","24.6","","11.8","","44","","4","","13","","16.1","","101.87","","27","","","","NA"
"2015-09-04 17:00","2015","09","04","17:00","‡","23.3","","11.8","","48","","5","","11","","16.1","","101.93","","25","","","","NA"
"2015-09-04 18:00","2015","09","04","18:00","‡","20.2","","13.4","","65","","36","","13","","16.1","","101.96","","","","","","NA"
"2015-09-04 19:00","2015","09","04","19:00","‡","17.7","","12.9","","73","","2","","15","","16.1","","101.99","","","","","","NA"
"2015-09-04 20:00","2015","09","04","20:00","‡","15.9","","12.4","","79","","3","","9","","16.1","","102.03","","","","","","NA"
"2015-09-04 21:00","2015","09","04","21:00","‡","14.4","","11.7","","83","","3","","11","","16.1","","102.05","","","","","","NA"
"2015-09-04 22:00","2015","09","04","22:00","‡","13.9","","11.1","","83","","1","","4","","16.1","","102.00","","","","","","NA"
"2015-09-04 23:00","2015","09","04","23:00","‡","13.1","","10.8","","86","","1","","5","","16.1","","102.00","","","","","","NA"
"2015-09-05 00:00","2015","09","05","00:00","‡","14.5","","11.3","","81","","33","","8","","16.1","","102.00","","","","","","NA"
"2015-09-05 01:00","2015","09","05","01:00","‡","12.5","","10.3","","86","","36","","9","","16.1","","101.97","","","","","","NA"
"2015-09-05 02:00","2015","09","05","02:00","‡","12.3","","11.4","","94","","1","","8","","16.1","","101.99","","","","","","NA"
"2015-09-05 03:00","2015","09","05","03:00","‡","11.1","","10.5","","96","","1","","11","","16.1","","102.02","","","","","","NA"
"2015-09-05 04:00","2015","09","05","04:00","‡","12.2","","11.2","","94","","36","","9","","16.1","","102.07","","","","","","NA"
"2015-09-05 05:00","2015","09","05","05:00","‡","11.0","","10.9","","99","","8","","4","","16.1","","102.11","","","","","","NA"
"2015-09-05 06:00","2015","09","05","06:00","‡","10.7","","10.7","","100","","35","","5","","16.1","","102.15","","","","","","NA"
"2015-09-05 07:00","2015","09","05","07:00","‡","14.2","","12.8","","91","","7","","5","","16.1","","102.18","","","","","","NA"
"2015-09-05 08:00","2015","09","05","08:00","‡","16.7","","12.9","","78","","","M","4","","16.1","","102.13","","","","","","NA"
"2015-09-05 09:00","2015","09","05","09:00","‡","20.0","","15.0","","73","","20","","5","","16.1","","102.12","","","","","","NA"
"2015-09-05 10:00","2015","09","05","10:00","‡","22.5","","16.4","","68","","","M","4","","16.1","","102.10","","27","","","","NA"
"2015-09-05 11:00","2015","09","05","11:00","‡","24.0","","16.1","","61","","6","","5","","12.9","","102.08","","29","","","","NA"
"2015-09-05 12:00","2015","09","05","12:00","‡","24.9","","16.6","","60","","1","","5","","16.1","","102.02","","30","","","","NA"
"2015-09-05 13:00","2015","09","05","13:00","‡","26.1","","15.7","","52","","","M","4","","16.1","","101.97","","31","","","","NA"
"2015-09-05 14:00","2015","09","05","14:00","‡","27.2","","16.5","","52","","8","","5","","16.1","","101.90","","32","","","","NA"
"2015-09-05 15:00","2015","09","05","15:00","‡","27.8","","17.5","","53","","6","","9","","16.1","","101.84","","33","","","","NA"
"2015-09-05 16:00","2015","09","05","16:00","‡","27.8","","17.6","","53","","10","","9","","16.1","","101.80","","34","","","","NA"
"2015-09-05 17:00","2015","09","05","17:00","‡","26.8","","18.2","","59","","14","","13","","16.1","","101.75","","33","","","","NA"
"2015-09-05 18:00","2015","09","05","18:00","‡","25.7","","17.5","","60","","17","","13","","16.1","","101.73","","31","","","","NA"
"2015-09-05 19:00","2015","09","05","19:00","‡","24.0","","18.0","","69","","20","","13","","16.1","","101.74","","30","","","","NA"
"2015-09-05 20:00","2015","09","05","20:00","‡","23.0","","17.3","","70","","20","","11","","16.1","","101.75","","28","","","","NA"
"2015-09-05 21:00","2015","09","05","21:00","‡","21.5","","17.2","","76","","16","","5","","16.1","","101.75","","27","","","","NA"
"2015-09-05 22:00","2015","09","05","22:00","‡","18.9","","17.1","","89","","12","","4","","16.1","","101.75","","","","","","NA"
"2015-09-05 23:00","2015","09","05","23:00","‡","18.2","","18.0","","99","","10","","4","","16.1","","101.72","","","","","","NA"
"2015-09-06 00:00","2015","09","06","00:00","‡","17.7","","17.7","","100","","","","0","","12.9","","101.70","","","","","","NA"
"2015-09-06 01:00","2015","09","06","01:00","‡","17.7","","17.7","","100","","14","","5","","6.4","","101.70","","","","","","Fog"
"2015-09-06 02:00","2015","09","06","02:00","‡","17.2","","17.2","","100","","17","","5","","11.3","","101.69","","","","","","NA"
"2015-09-06 03:00","2015","09","06","03:00","‡","16.4","","16.4","","100","","14","","8","","8.1","","101.69","","","","","","Fog"
"2015-09-06 04:00","2015","09","06","04:00","‡","15.8","","15.8","","100","","14","","8","","8.1","","101.69","","","","","","Fog"
"2015-09-06 05:00","2015","09","06","05:00","‡","16.0","","16.0","","100","","12","","5","","9.7","","101.70","","","","","","Fog"
"2015-09-06 06:00","2015","09","06","06:00","‡","17.4","","17.4","","100","","17","","8","","16.1","","101.74","","","","","","NA"
"2015-09-06 07:00","2015","09","06","07:00","‡","19.0","","18.1","","95","","17","","5","","16.1","","101.78","","","","","","NA"
"2015-09-06 08:00","2015","09","06","08:00","‡","21.3","","18.1","","82","","19","","11","","16.1","","101.75","","27","","","","NA"
"2015-09-06 09:00","2015","09","06","09:00","‡","23.6","","18.9","","74","","16","","9","","16.1","","101.74","","30","","","","NA"
"2015-09-06 10:00","2015","09","06","10:00","‡","26.1","","19.0","","65","","19","","13","","16.1","","101.70","","33","","","","NA"
"2015-09-06 11:00","2015","09","06","11:00","‡","27.1","","19.7","","64","","19","","15","","16.1","","101.65","","34","","","","NA"
"2015-09-06 12:00","2015","09","06","12:00","‡","28.5","","20.5","","61","","19","","13","","9.7","","101.58","","36","","","","Haze"
"2015-09-06 13:00","2015","09","06","13:00","‡","29.4","","19.6","","55","","20","","15","","16.1","","101.51","","37","","","","NA"
"2015-09-06 14:00","2015","09","06","14:00","‡","29.5","","19.3","","54","","20","","13","","16.1","","101.44","","37","","","","NA"
"2015-09-06 15:00","2015","09","06","15:00","‡","29.8","","19.6","","54","","18","","17","","16.1","","101.37","","37","","","","NA"
"2015-09-06 16:00","2015","09","06","16:00","‡","29.4","","19.0","","53","","17","","21","","16.1","","101.33","","36","","","","NA"
"2015-09-06 17:00","2015","09","06","17:00","‡","28.7","","18.1","","52","","17","","17","","16.1","","101.26","","35","","","","NA"
"2015-09-06 18:00","2015","09","06","18:00","‡","27.4","","17.4","","54","","19","","15","","16.1","","101.23","","33","","","","NA"
"2015-09-06 19:00","2015","09","06","19:00","‡","26.4","","17.3","","57","","19","","15","","16.1","","101.21","","32","","","","NA"
"2015-09-06 20:00","2015","09","06","20:00","‡","25.1","","17.7","","63","","22","","11","","16.1","","101.20","","31","","","","NA"
"2015-09-06 21:00","2015","09","06","21:00","‡","25.1","","19.5","","71","","23","","15","","16.1","","101.18","","32","","","","NA"
"2015-09-06 22:00","2015","09","06","22:00","‡","23.9","","19.7","","77","","22","","11","","16.1","","101.17","","31","","","","NA"
"2015-09-06 23:00","2015","09","06","23:00","‡","24.2","","20.2","","78","","22","","15","","16.1","","101.13","","32","","","","NA"
"2015-09-07 00:00","2015","09","07","00:00","‡","23.3","","20.3","","83","","21","","17","","14.5","","101.10","","31","","","","NA"
"2015-09-07 01:00","2015","09","07","01:00","‡","23.2","","20.0","","82","","22","","13","","16.1","","101.07","","31","","","","NA"
"2015-09-07 02:00","2015","09","07","02:00","‡","22.9","","19.9","","83","","22","","13","","16.1","","101.05","","30","","","","NA"
"2015-09-07 03:00","2015","09","07","03:00","‡","22.8","","20.2","","85","","22","","15","","14.5","","101.03","","31","","","","NA"
"2015-09-07 04:00","2015","09","07","04:00","‡","21.0","","20.2","","95","","18","","13","","11.3","","101.03","","29","","","","NA"
"2015-09-07 05:00","2015","09","07","05:00","‡","20.8","","20.3","","97","","19","","15","","9.7","","100.98","","29","","","","Fog"
"2015-09-07 06:00","2015","09","07","06:00","‡","20.8","","19.8","","94","","18","","13","","14.5","","101.03","","28","","","","NA"
"2015-09-07 07:00","2015","09","07","07:00","‡","22.0","","19.3","","85","","20","","13","","16.1","","101.03","","29","","","","NA"
"2015-09-07 08:00","2015","09","07","08:00","‡","24.3","","20.1","","77","","23","","22","","16.1","","101.01","","32","","","","NA"
"2015-09-07 09:00","2015","09","07","09:00","‡","26.2","","20.7","","71","","24","","30","","16.1","","100.97","","34","","","","NA"
"2015-09-07 10:00","2015","09","07","10:00","‡","27.8","","21.0","","66","","24","","32","","16.1","","100.93","","36","","","","NA"
"2015-09-07 11:00","2015","09","07","11:00","‡","29.0","","20.7","","60","","25","","39","","16.1","","100.88","","37","","","","NA"
"2015-09-07 12:00","2015","09","07","12:00","‡","30.3","","21.4","","58","","25","","28","","16.1","","100.83","","39","","","","NA"
"2015-09-07 13:00","2015","09","07","13:00","‡","31.3","","21.2","","54","","23","","34","","16.1","","100.76","","40","","","","NA"
"2015-09-07 14:00","2015","09","07","14:00","‡","31.2","","20.7","","53","","24","","39","","16.1","","100.69","","39","","","","NA"
"2015-09-07 15:00","2015","09","07","15:00","‡","31.6","","20.7","","52","","23","","34","","16.1","","100.63","","40","","","","NA"
"2015-09-07 16:00","2015","09","07","16:00","‡","31.4","","20.2","","51","","24","","34","","16.1","","100.58","","39","","","","NA"
"2015-09-07 17:00","2015","09","07","17:00","‡","30.2","","19.8","","53","","23","","34","","16.1","","100.56","","38","","","","NA"
"2015-09-07 18:00","2015","09","07","18:00","‡","29.6","","19.5","","54","","23","","22","","16.1","","100.53","","37","","","","NA"
"2015-09-07 19:00","2015","09","07","19:00","‡","28.8","","19.1","","55","","22","","22","","16.1","","100.57","","36","","","","NA"
"2015-09-07 20:00","2015","09","07","20:00","‡","22.8","","22.1","","96","","32","","22","","9.7","","100.78","","32","","","","Thunderstorms,Heavy Rain,Fog"
"2015-09-07 21:00","2015","09","07","21:00","‡","22.6","","22.3","","98","","27","","17","","16.1","","100.81","","32","","","","Thunderstorms,Rain"
"2015-09-07 22:00","2015","09","07","22:00","‡","22.7","","22.7","","100","","23","","18","","16.1","","100.76","","33","","","","NA"
"2015-09-07 23:00","2015","09","07","23:00","‡","22.7","","22.7","","100","","24","","13","","14.5","","100.82","","33","","","","NA"
"2015-09-08 00:00","2015","09","08","00:00","‡","23.0","","22.8","","99","","27","","11","","16.1","","100.89","","33","","","","NA"
"2015-09-08 01:00","2015","09","08","01:00","‡","22.4","","22.4","","100","","26","","8","","16.1","","100.92","","32","","","","NA"
"2015-09-08 02:00","2015","09","08","02:00","‡","22.2","","22.2","","100","","27","","5","","14.5","","100.91","","32","","","","NA"
"2015-09-08 03:00","2015","09","08","03:00","‡","22.0","","22.0","","100","","30","","9","","16.1","","100.94","","31","","","","NA"
"2015-09-08 04:00","2015","09","08","04:00","‡","21.8","","21.8","","100","","30","","8","","16.1","","101.00","","31","","","","NA"
"2015-09-08 05:00","2015","09","08","05:00","‡","21.3","","21.3","","100","","29","","5","","16.1","","101.02","","30","","","","NA"
"2015-09-08 06:00","2015","09","08","06:00","‡","20.3","","","M","","M","","M","4","","6.4","","101.10","","","","","","Haze"
"2015-09-08 07:00","2015","09","08","07:00","‡","22.2","","22.2","","100","","34","","5","","16.1","","101.14","","32","","","","NA"
"2015-09-08 08:00","2015","09","08","08:00","‡","23.6","","20.1","","80","","36","","11","","16.1","","101.13","","31","","","","NA"
"2015-09-08 09:00","2015","09","08","09:00","‡","24.1","","20.3","","79","","5","","9","","16.1","","101.16","","32","","","","NA"
"2015-09-08 10:00","2015","09","08","10:00","‡","24.6","","20.0","","75","","","M","5","","16.1","","101.15","","32","","","","NA"
"2015-09-08 11:00","2015","09","08","11:00","‡","25.1","","20.1","","73","","","M","8","","16.1","","101.11","","33","","","","NA"
"2015-09-08 12:00","2015","09","08","12:00","‡","26.3","","18.9","","63","","","","0","","16.1","","101.04","","33","","","","NA"
"2015-09-08 13:00","2015","09","08","13:00","‡","27.0","","19.9","","65","","","M","4","","16.1","","100.99","","34","","","","NA"
"2015-09-08 14:00","2015","09","08","14:00","‡","27.7","","18.9","","58","","26","","9","","16.1","","100.96","","34","","","","NA"
"2015-09-08 15:00","2015","09","08","15:00","‡","27.8","","18.4","","56","","","M","5","","16.1","","100.92","","34","","","","NA"
"2015-09-08 16:00","2015","09","08","16:00","‡","27.9","","17.2","","52","","","M","4","","16.1","","100.87","","33","","","","NA"
"2015-09-08 17:00","2015","09","08","17:00","‡","26.4","","19.2","","64","","14","","11","","16.1","","100.85","","33","","","","NA"
"2015-09-08 18:00","2015","09","08","18:00","‡","24.8","","21.6","","82","","17","","15","","16.1","","100.87","","34","","","","NA"
"2015-09-08 19:00","2015","09","08","19:00","‡","23.8","","22.3","","91","","17","","11","","16.1","","100.87","","33","","","","NA"
"2015-09-08 20:00","2015","09","08","20:00","‡","23.3","","22.2","","93","","18","","9","","16.1","","100.88","","33","","","","NA"
"2015-09-08 21:00","2015","09","08","21:00","‡","23.1","","22.8","","98","","17","","9","","16.1","","100.84","","33","","","","NA"
"2015-09-08 22:00","2015","09","08","22:00","‡","22.6","","22.6","","100","","16","","11","","12.9","","100.74","","32","","","","NA"
"2015-09-08 23:00","2015","09","08","23:00","‡","22.3","","22.3","","100","","16","","9","","11.3","","100.70","","32","","","","NA"
"2015-09-09 00:00","2015","09","09","00:00","‡","22.5","","22.5","","100","","16","","15","","11.3","","100.62","","32","","","","NA"
"2015-09-09 01:00","2015","09","09","01:00","‡","22.8","","22.8","","100","","18","","21","","9.7","","100.58","","33","","","","Rain,Fog"
"2015-09-09 02:00","2015","09","09","02:00","‡","22.7","","22.5","","99","","18","","21","","12.9","","100.52","","32","","","","Rain"
"2015-09-09 03:00","2015","09","09","03:00","‡","22.0","","22.0","","100","","16","","8","","8.1","","100.44","","31","","","","Fog"
"2015-09-09 04:00","2015","09","09","04:00","‡","22.1","","22.1","","100","","17","","17","","9.7","","100.40","","32","","","","Fog"
"2015-09-09 05:00","2015","09","09","05:00","‡","22.1","","22.1","","100","","18","","17","","9.7","","100.38","","32","","","","Fog"
"2015-09-09 06:00","2015","09","09","06:00","‡","22.2","","21.7","","97","","19","","13","","14.5","","100.39","","31","","","","NA"
"2015-09-09 07:00","2015","09","09","07:00","‡","23.2","","20.3","","84","","19","","18","","16.1","","100.39","","31","","","","NA"
"2015-09-09 08:00","2015","09","09","08:00","‡","25.5","","21.0","","76","","20","","13","","16.1","","100.38","","34","","","","NA"
"2015-09-09 09:00","2015","09","09","09:00","‡","27.5","","20.4","","65","","23","","28","","16.1","","100.36","","35","","","","NA"
"2015-09-09 10:00","2015","09","09","10:00","‡","28.0","","20.8","","64","","24","","32","","16.1","","100.33","","36","","","","NA"
"2015-09-09 11:00","2015","09","09","11:00","‡","27.2","","20.0","","64","","24","","39","","16.1","","100.29","","35","","","","NA"
"2015-09-09 12:00","2015","09","09","12:00","‡","24.3","","22.2","","88","","24","","32","","14.5","","100.31","","34","","","","Rain"
"2015-09-09 13:00","2015","09","09","13:00","‡","25.7","","22.1","","80","","25","","26","","16.1","","100.25","","35","","","","NA"
"2015-09-09 14:00","2015","09","09","14:00","‡","25.1","","20.3","","74","","25","","21","","16.1","","100.28","","33","","","","Rain"
"2015-09-09 15:00","2015","09","09","15:00","‡","25.4","","19.1","","68","","27","","30","","16.1","","100.26","","32","","","","NA"
"2015-09-09 16:00","2015","09","09","16:00","‡","25.4","","18.8","","66","","27","","18","","16.1","","100.31","","32","","","","NA"
"2015-09-09 17:00","2015","09","09","17:00","‡","24.4","","18.9","","71","","27","","17","","16.1","","100.39","","31","","","","NA"
"2015-09-09 18:00","2015","09","09","18:00","‡","23.6","","16.5","","64","","28","","21","","16.1","","100.48","","29","","","","NA"
"2015-09-09 19:00","2015","09","09","19:00","‡","22.8","","15.8","","64","","28","","13","","16.1","","100.55","","27","","","","NA"
